organization_id,invoice_id,invoice_number,billing_month,total_amount,amount_paid,balance,drift,status
00000000-0000-0000-0000-000000000001,41efc931-22f8-4e9d-b42e-1ef97f1b5dd4,IMPORT/25-05/00349-0,2025-05,1860.00,0,0,1860.00,pending
00000000-0000-0000-0000-000000000001,24b379ed-dae7-455a-b8c9-9fdda41e2ad1,IMPORT/25-02/00350-0,2025-02,1000.00,0,0,1000.00,pending
00000000-0000-0000-0000-000000000001,8d37f1cc-4be8-48c8-9b3b-7dcb9bde61ff,IMPORT/25-02/00351-0,2025-02,3626.00,0,0,3626.00,pending
00000000-0000-0000-0000-000000000001,5bd03943-31b4-4d90-819f-8c1134e49f48,IMPORT/25-03/00352-0,2025-03,15076.00,0,0,15076.00,pending
00000000-0000-0000-0000-000000000001,00a20ab3-851b-4d2e-b13b-1a136d144d5b,IMPORT/25-04/00353-0,2025-04,18065.00,0,0,18065.00,pending
00000000-0000-0000-0000-000000000001,3b367a73-923d-4e86-b0de-9c7291df6884,IMPORT/25-05/00354-0,2025-05,19010.00,0,0,19010.00,pending
00000000-0000-0000-0000-000000000001,711705af-8476-4801-b19a-01f094f2709a,IMPORT/25-06/00355-0,2025-06,19282.00,0,0,19282.00,pending
00000000-0000-0000-0000-000000000001,4049b413-5719-4c9c-a4a1-9542039e0ac1,IMPORT/25-07/00356-0,2025-07,17761.00,0,0,17761.00,pending
00000000-0000-0000-0000-000000000001,ece97db2-ffb2-4b8f-a5ab-abf235144f7c,IMPORT/25-08/00357-0,2025-08,17920.00,0,0,17920.00,pending
00000000-0000-0000-0000-000000000001,bb7548fa-5641-4fd1-9b33-2f574108d583,IMPORT/25-09/00358-0,2025-09,18259.00,0,0,18259.00,pending
00000000-0000-0000-0000-000000000001,9bb58e9c-1602-40e9-b95e-d2be6859f754,IMPORT/25-10/00359-0,2025-10,18860.00,0,0,18860.00,pending
00000000-0000-0000-0000-000000000001,c12d655f-dbba-4995-83c6-40ea7a7d7be5,IMPORT/25-11/00360-0,2025-11,11026.00,0,0,11026.00,pending
00000000-0000-0000-0000-000000000001,a34c9a27-c8f1-4ac6-be57-83a450a39435,IMPORT/25-05/00361-0,2025-05,6552.00,0,0,6552.00,pending
00000000-0000-0000-0000-000000000001,45c7aca4-e646-4b4d-9877-45d5016e49f7,IMPORT/25-05/00362-0,2025-05,1000.00,0,0,1000.00,pending
00000000-0000-0000-0000-000000000001,8aabbf5e-0230-4e0b-aea7-c4035c1e95f7,IMPORT/25-05/00363-0,2025-05,2000.00,0,0,2000.00,pending
00000000-0000-0000-0000-000000000001,39b65d6e-58a2-42c3-bf40-3233c1eb16f0,IMPORT/25-06/00364-0,2025-06,15475.00,0,0,15475.00,pending
00000000-0000-0000-0000-000000000001,7dacb455-3f87-42cd-b9e6-5aa0c1e052e8,IMPORT/25-07/00365-0,2025-07,16690.00,0,0,16690.00,pending
00000000-0000-0000-0000-000000000001,aebc8ec9-8f07-46c5-bc6a-222ce9a91d0b,IMPORT/25-08/00366-0,2025-08,2250.00,0,0,2250.00,pending
00000000-0000-0000-0000-000000000001,85e64acc-d3f4-4304-b478-c50e669326c0,IMPORT/25-08/00367-0,2025-08,16670.00,0,0,16670.00,pending
00000000-0000-0000-0000-000000000001,c8e34e80-600e-42ae-b8e2-e6fb2e8dd34b,IMPORT/25-09/00368-0,2025-09,2170.00,0,0,2170.00,pending
00000000-0000-0000-0000-000000000001,728fcefa-2a45-49cb-ab32-e33d63e85a16,IMPORT/23-07/00369-0,2023-07,1348.00,0,0,1348.00,pending
00000000-0000-0000-0000-000000000001,c0f79ecd-a078-4ddd-ae66-88616594ff5a,IMPORT/23-07/00370-0,2023-07,3360.00,0,0,3360.00,pending
00000000-0000-0000-0000-000000000001,f2d29b11-4700-4e2b-aeee-db400800f8f0,IMPORT/23-08/00371-0,2023-08,13203.00,0,0,13203.00,pending
00000000-0000-0000-0000-000000000001,18ff21c8-0c36-4c30-a0ec-c5e8d7900423,IMPORT/23-09/00372-0,2023-09,14677.00,0,0,14677.00,pending
00000000-0000-0000-0000-000000000001,4ec67bc5-b113-4ea7-9496-b5f40984191f,IMPORT/23-10/00373-0,2023-10,14250.00,0,0,14250.00,pending
00000000-0000-0000-0000-000000000001,7918c587-9b57-4e6f-a8eb-2ff4f3f859fc,IMPORT/23-11/00374-0,2023-11,14150.00,0,0,14150.00,pending
00000000-0000-0000-0000-000000000001,3e75847a-0236-4c06-8ee1-cea030551c1b,IMPORT/23-12/00375-0,2023-12,13890.00,0,0,13890.00,pending
00000000-0000-0000-0000-000000000001,5a9543bd-2be8-4f50-9189-b3f5bfe93efc,IMPORT/24-01/00376-0,2024-01,13080.00,0,0,13080.00,pending
00000000-0000-0000-0000-000000000001,074fad48-ecd9-4703-98de-780c4f6a55c9,IMPORT/24-02/00377-0,2024-02,14190.00,0,0,14190.00,pending
00000000-0000-0000-0000-000000000001,c26aabad-3e61-42de-963c-650abc44c115,IMPORT/24-03/00378-0,2024-03,14631.00,0,0,14631.00,pending
00000000-0000-0000-0000-000000000001,f3e45e01-cd9f-487c-b297-a6abe41a5070,IMPORT/24-04/00379-0,2024-04,14802.00,0,0,14802.00,pending
00000000-0000-0000-0000-000000000001,bb7d2d37-add0-4d2c-881f-bb9b0f0f5872,IMPORT/24-05/00380-0,2024-05,14775.00,0,0,14775.00,pending
00000000-0000-0000-0000-000000000001,d90bcd02-d11f-435b-b9b3-c7cf06b7cbb2,IMPORT/24-06/00381-0,2024-06,15073.00,0,0,15073.00,pending
00000000-0000-0000-0000-000000000001,a09c0e24-ff8b-4750-8a8e-6eb00c89ebed,IMPORT/24-07/00382-0,2024-07,15090.00,0,0,15090.00,pending
00000000-0000-0000-0000-000000000001,f0d8dcfe-ef40-4c18-8cb2-c9a45acb7c8e,IMPORT/24-08/00383-0,2024-08,15143.00,0,0,15143.00,pending
00000000-0000-0000-0000-000000000001,ccc995d9-92be-420d-a000-149fc8fe0249,IMPORT/24-09/00384-0,2024-09,15205.00,0,0,15205.00,pending
00000000-0000-0000-0000-000000000001,64282e10-af37-413b-8622-6f793727fbe6,IMPORT/24-10/00385-0,2024-10,15330.00,0,0,15330.00,pending
00000000-0000-0000-0000-000000000001,88f9296d-1309-42ac-87f0-b6902d35b1fb,IMPORT/24-11/00386-0,2024-11,14340.00,0,0,14340.00,pending
00000000-0000-0000-0000-000000000001,f6218e00-cee3-40b4-b217-34c5920ef7ee,IMPORT/24-12/00387-0,2024-12,14460.00,0,0,14460.00,pending
00000000-0000-0000-0000-000000000001,1f552529-c159-4844-96b1-3e000d946d2a,IMPORT/25-01/00388-0,2025-01,14200.00,0,0,14200.00,pending
00000000-0000-0000-0000-000000000001,93c30abd-2b8a-46d6-a270-95c25146c15a,IMPORT/25-02/00389-0,2025-02,14514.00,0,0,14514.00,pending
00000000-0000-0000-0000-000000000001,8f81270a-4d96-419f-81bd-45d1295651ad,IMPORT/25-03/00390-0,2025-03,14788.00,0,0,14788.00,pending
00000000-0000-0000-0000-000000000001,5779da66-8290-4f94-84a8-88aa037d6b38,IMPORT/25-04/00391-0,2025-04,14492.00,0,0,14492.00,pending
00000000-0000-0000-0000-000000000001,9550911b-f1d5-413f-9642-5f00eb6ee0f3,IMPORT/25-05/00392-0,2025-05,16030.00,0,0,16030.00,pending
00000000-0000-0000-0000-000000000001,40e3d876-f54d-4cd8-9041-fd323f64fe5a,IMPORT/25-06/00393-0,2025-06,15988.00,0,0,15988.00,pending
00000000-0000-0000-0000-000000000001,cd4c238d-7179-4872-90f3-31ebaea38002,IMPORT/25-07/00394-0,2025-07,1170.00,0,0,1170.00,pending
00000000-0000-0000-0000-000000000001,f650eab2-9b97-4276-9d7b-a45c2ccf7c43,IMPORT/25-08/00395-0,2025-08,1000.00,0,0,1000.00,pending
00000000-0000-0000-0000-000000000001,e42e77dc-32c1-49e6-808b-c8b7121a31b7,IMPORT/25-08/00396-0,2025-08,9435.00,0,0,9435.00,pending
00000000-0000-0000-0000-000000000001,48845a35-d012-4e45-aaf2-2233fc6b111f,IMPORT/25-09/00397-0,2025-09,20460.00,0,0,20460.00,pending
00000000-0000-0000-0000-000000000001,ecb23580-a080-488e-9bf7-4570844f9bfe,IMPORT/25-10/00398-0,2025-10,2250.00,0,0,2250.00,pending
00000000-0000-0000-0000-000000000001,b62be42f-d28d-4bb2-b8a9-3965c883ee4e,IMPORT/25-10/00399-0,2025-10,21420.00,0,0,21420.00,pending
00000000-0000-0000-0000-000000000001,018ff752-4589-4048-927d-235076f211c1,IMPORT/25-11/00400-0,2025-11,1612.00,0,0,1612.00,pending
00000000-0000-0000-0000-000000000001,ddea141a-9dd8-4698-bf48-d841c395e9df,IMPORT/25-02/00001-1,2025-02,1000.00,0,0,1000.00,pending
00000000-0000-0000-0000-000000000001,c07d8307-e589-4e92-a899-5e1636e7213d,IMPORT/25-03/00002-1,2025-03,14040.00,0,0,14040.00,pending
00000000-0000-0000-0000-000000000001,85459b97-807d-4dc3-a4ac-7136ca318f01,IMPORT/25-04/00003-1,2025-04,16414.00,0,0,16414.00,pending
00000000-0000-0000-0000-000000000001,921b96d8-b84d-4e38-8c35-b12d8af4b0b5,IMPORT/25-05/00004-1,2025-05,2770.00,0,0,2770.00,pending
00000000-0000-0000-0000-000000000001,42b6b112-5fcd-435d-8de0-4b53d0c9c231,IMPORT/25-06/00005-1,2025-06,120.00,0,0,120.00,pending
00000000-0000-0000-0000-000000000001,569165d2-1109-4abd-9f2e-0f333df040d8,IMPORT/25-04/00006-1,2025-04,1000.00,0,0,1000.00,pending
00000000-0000-0000-0000-000000000001,cefe4722-507a-4d05-8483-81c4d3b55cd3,IMPORT/25-05/00007-1,2025-05,18390.00,0,0,18390.00,pending
00000000-0000-0000-0000-000000000001,cbff3555-e82b-4252-90fd-cf0238db2d0e,IMPORT/25-06/00008-1,2025-06,21436.00,0,0,21436.00,pending
00000000-0000-0000-0000-000000000001,5d5f7368-262a-4905-b0ee-8db5990f8a8d,IMPORT/25-07/00009-1,2025-07,21100.00,0,0,21100.00,pending
00000000-0000-0000-0000-000000000001,7b5ed88e-ef9f-492f-b6d6-641a3af1cf66,IMPORT/25-07/00010-1,2025-07,2250.00,0,0,2250.00,pending
00000000-0000-0000-0000-000000000001,3000afd2-5c2a-4052-b34e-bcc9c3e37557,IMPORT/25-08/00011-1,2025-08,3396.00,0,0,3396.00,pending
00000000-0000-0000-0000-000000000001,8d8ef8e6-2b6b-4f5e-bdf1-0fc3d9799965,IMPORT/25-09/00012-1,2025-09,160.00,0,0,160.00,pending
00000000-0000-0000-0000-000000000001,c686f494-de98-4a8a-a8b2-f8ef92df60bf,IMPORT/25-03/00013-1,2025-03,1000.00,0,0,1000.00,pending
00000000-0000-0000-0000-000000000001,0943ea88-0faf-423f-a7ea-924a2ec3fc76,IMPORT/25-04/00014-1,2025-04,10400.00,0,0,10400.00,pending
00000000-0000-0000-0000-000000000001,2ad41434-29c6-416c-b9f8-053018062880,IMPORT/25-05/00015-1,2025-05,24864.00,0,0,24864.00,pending
00000000-0000-0000-0000-000000000001,ea837df6-c28f-43e5-ac2e-b91a0e0f870d,IMPORT/25-06/00016-1,2025-06,17377.00,0,0,17377.00,pending
00000000-0000-0000-0000-000000000001,57af44f2-2e2a-4df9-8d90-7ea2a011d32f,IMPORT/25-07/00017-1,2025-07,1206.00,0,0,1206.00,pending
00000000-0000-0000-0000-000000000001,4031a0e4-8e96-4f7c-96b5-cc6372edda39,IMPORT/25-06/00018-1,2025-06,663.75,0,0,663.75,pending
00000000-0000-0000-0000-000000000001,70196696-2c76-4ce6-b726-7f6ba961d200,IMPORT/25-06/00019-1,2025-06,2250.00,0,0,2250.00,pending
00000000-0000-0000-0000-000000000001,6db70518-f5da-4dcb-a844-a02445aa0734,IMPORT/25-06/00020-1,2025-06,1000.00,0,0,1000.00,pending
00000000-0000-0000-0000-000000000001,2d82ced2-b6d0-47d5-8036-8890f619b2cc,IMPORT/25-06/00021-1,2025-06,9817.00,0,0,9817.00,pending
00000000-0000-0000-0000-000000000001,9950c420-c9b5-4707-9136-d502c79fc8ac,IMPORT/25-07/00022-1,2025-07,7683.00,0,0,7683.00,pending
00000000-0000-0000-0000-000000000001,3bc07e2c-9ab8-4d17-8bbd-06a34fbea515,IMPORT/25-08/00023-1,2025-08,500.00,0,0,500.00,pending
00000000-0000-0000-0000-000000000001,103ec053-5710-44d9-a8d8-6f1e28d7e66f,IMPORT/25-04/00024-1,2025-04,1000.00,0,0,1000.00,pending
00000000-0000-0000-0000-000000000001,4355f46a-48d0-479f-9f8c-21f5b4c27347,IMPORT/25-05/00025-1,2025-05,13572.00,0,0,13572.00,pending
00000000-0000-0000-0000-000000000001,c0eee1ed-81f6-4dab-98d4-fd37d047af7a,IMPORT/25-06/00026-1,2025-06,16152.00,0,0,16152.00,pending
00000000-0000-0000-0000-000000000001,ba98b2c6-b37d-4470-89db-f9544a648615,IMPORT/25-07/00027-1,2025-07,16450.00,0,0,16450.00,pending
00000000-0000-0000-0000-000000000001,352c0fee-b003-432d-bae5-1053bb180cb3,IMPORT/25-08/00028-1,2025-08,16639.00,0,0,16639.00,pending
00000000-0000-0000-0000-000000000001,91919161-9867-4da6-a2d5-c399a5fad0fa,IMPORT/25-09/00029-1,2025-09,16391.00,0,0,16391.00,pending
00000000-0000-0000-0000-000000000001,0f42dfeb-4501-4237-853b-41916bade155,IMPORT/25-10/00030-1,2025-10,2250.00,0,0,2250.00,pending
00000000-0000-0000-0000-000000000001,7c0133b6-aed3-4f7d-85ed-c1ee3439aecc,IMPORT/25-10/00031-1,2025-10,14927.00,0,0,14927.00,pending
00000000-0000-0000-0000-000000000001,ca203b4f-0a24-4b43-aba5-ead71603da72,IMPORT/25-11/00032-1,2025-11,1764.00,0,0,1764.00,pending
00000000-0000-0000-0000-000000000001,966fea98-3458-436a-9da9-91af5956434e,IMPORT/25-05/00033-1,2025-05,1000.00,0,0,1000.00,pending
00000000-0000-0000-0000-000000000001,1c01d63e-6e5a-489e-9472-66bab312451c,IMPORT/25-06/00034-1,2025-06,15500.00,0,0,15500.00,pending
00000000-0000-0000-0000-000000000001,cfcf0ac9-01a5-4ed6-a5cb-647b313dd5a4,IMPORT/25-07/00035-1,2025-07,4905.00,0,0,4905.00,pending
00000000-0000-0000-0000-000000000001,4ff34216-1f7f-46f6-be6f-498251879f16,IMPORT/23-04/00036-1,2023-04,19385.00,0,0,19385.00,pending
00000000-0000-0000-0000-000000000001,26fc0364-b9d2-427c-aea3-359d27b50f5e,IMPORT/23-05/00037-1,2023-05,19740.00,0,0,19740.00,pending
00000000-0000-0000-0000-000000000001,348d4bb8-290a-4114-9e17-a0215c70af9a,IMPORT/23-06/00038-1,2023-06,20811.00,0,0,20811.00,pending
00000000-0000-0000-0000-000000000001,d97f00d9-5994-4051-9bbf-9d40d665c993,IMPORT/23-07/00039-1,2023-07,20280.00,0,0,20280.00,pending
00000000-0000-0000-0000-000000000001,bccde284-727a-41a4-8ed7-51af1e9721b3,IMPORT/23-08/00040-1,2023-08,19912.00,0,0,19912.00,pending
00000000-0000-0000-0000-000000000001,57c26681-b620-4697-bb70-3d20cc5c0adf,IMPORT/23-09/00041-1,2023-09,20315.00,0,0,20315.00,pending
00000000-0000-0000-0000-000000000001,9f614f5b-c1c3-49de-9b78-a9d662da0c0c,IMPORT/23-10/00042-1,2023-10,20460.00,0,0,20460.00,pending
00000000-0000-0000-0000-000000000001,1a15d3c3-738f-4115-a272-ffae90b441e6,IMPORT/23-11/00043-1,2023-11,21090.00,0,0,21090.00,pending
00000000-0000-0000-0000-000000000001,4463be62-98d1-4c75-87dd-42e0a432ad6c,IMPORT/23-12/00044-1,2023-12,21000.00,0,0,21000.00,pending
00000000-0000-0000-0000-000000000001,4746a745-5472-412b-942b-983506e0e9b1,IMPORT/24-01/00045-1,2024-01,20129.00,0,0,20129.00,pending
00000000-0000-0000-0000-000000000001,5a55f766-a5cd-4d89-98e3-83e57d128648,IMPORT/24-02/00046-1,2024-02,20984.00,0,0,20984.00,pending
00000000-0000-0000-0000-000000000001,a9134f7d-eea5-488b-971c-aab2bab6f479,IMPORT/24-03/00047-1,2024-03,20943.00,0,0,20943.00,pending
00000000-0000-0000-0000-000000000001,087fd196-384e-4d03-bea8-ec9d5eaefeed,IMPORT/24-04/00048-1,2024-04,21356.00,0,0,21356.00,pending
00000000-0000-0000-0000-000000000001,e26b217f-f98e-4bd0-ba0d-8d400188557a,IMPORT/24-05/00049-1,2024-05,21880.00,0,0,21880.00,pending
00000000-0000-0000-0000-000000000001,485cc673-8c08-4fee-acde-ac4cf39c7374,IMPORT/24-06/00050-1,2024-06,21573.00,0,0,21573.00,pending
00000000-0000-0000-0000-000000000001,eac48178-9b4a-4220-9f7e-4d68f6b15a5e,IMPORT/24-07/00051-1,2024-07,20980.00,0,0,20980.00,pending
00000000-0000-0000-0000-000000000001,90c4c4d6-080c-4a8d-bb19-91805d280d00,IMPORT/24-08/00052-1,2024-08,21263.00,0,0,21263.00,pending
00000000-0000-0000-0000-000000000001,a0039713-007d-44c1-b357-133a1cb20ca6,IMPORT/24-09/00053-1,2024-09,21232.00,0,0,21232.00,pending
00000000-0000-0000-0000-000000000001,480174c8-184f-4db1-8e0e-ead3c6556050,IMPORT/24-10/00054-1,2024-10,1.00,0,0,1.00,pending
00000000-0000-0000-0000-000000000001,eb6e98aa-1ed4-4a44-90af-2486aa8b6b38,IMPORT/24-10/00055-1,2024-10,21100.00,0,0,21100.00,pending
00000000-0000-0000-0000-000000000001,ba4309a2-b6b7-4f08-9f65-f540f378b1d9,IMPORT/24-11/00056-1,2024-11,21139.00,0,0,21139.00,pending
00000000-0000-0000-0000-000000000001,4562f3c4-933b-41ad-926c-8f92f7da3ead,IMPORT/24-12/00057-1,2024-12,20950.00,0,0,20950.00,pending
00000000-0000-0000-0000-000000000001,70c054a0-a15f-4a19-890c-f4eb6caf901f,IMPORT/25-01/00058-1,2025-01,20798.00,0,0,20798.00,pending
00000000-0000-0000-0000-000000000001,224ce230-db88-4369-a867-369db58ff650,IMPORT/25-02/00059-1,2025-02,20674.00,0,0,20674.00,pending
00000000-0000-0000-0000-000000000001,c51f1fbb-4000-4e9d-9d4a-26f167a442dc,IMPORT/25-03/00060-1,2025-03,20456.00,0,0,20456.00,pending
00000000-0000-0000-0000-000000000001,7ba90479-0da6-4aee-8196-4c1aac043cdf,IMPORT/25-04/00061-1,2025-04,21201.00,0,0,21201.00,pending
00000000-0000-0000-0000-000000000001,7de29524-2d0b-4b21-9437-8ccb6fb3847f,IMPORT/25-05/00062-1,2025-05,21180.00,0,0,21180.00,pending
00000000-0000-0000-0000-000000000001,ec1c8878-28b3-4421-93c9-2144214f126f,IMPORT/25-06/00063-1,2025-06,21329.00,0,0,21329.00,pending
00000000-0000-0000-0000-000000000001,a509225c-2cc7-44b5-98e8-2d840f96cb0d,IMPORT/25-07/00064-1,2025-07,21450.00,0,0,21450.00,pending
00000000-0000-0000-0000-000000000001,595773b4-382d-4d36-a6b2-90bbf2a17ff4,IMPORT/25-08/00065-1,2025-08,21639.00,0,0,21639.00,pending
00000000-0000-0000-0000-000000000001,212759f1-31bf-43a7-8c9d-033af917d2b9,IMPORT/25-09/00066-1,2025-09,21391.00,0,0,21391.00,pending
00000000-0000-0000-0000-000000000001,34daadd9-45e3-49d8-b74f-5bafae4a21a8,IMPORT/25-10/00067-1,2025-10,1612.00,0,0,1612.00,pending
00000000-0000-0000-0000-000000000001,7e8f74d1-f7c9-4359-bdfc-d6bf3370685d,IMPORT/23-04/00068-1,2023-04,13244.00,0,0,13244.00,pending
00000000-0000-0000-0000-000000000001,dea3fb0b-4f10-496a-bdef-ce5991105451,IMPORT/23-05/00069-1,2023-05,13850.00,0,0,13850.00,pending
00000000-0000-0000-0000-000000000001,ff548046-53b8-4f28-be7d-c10e367b5e92,IMPORT/23-06/00070-1,2023-06,13988.00,0,0,13988.00,pending
00000000-0000-0000-0000-000000000001,276148cf-24dd-4fb2-b4bb-6897ac79f8d9,IMPORT/23-07/00071-1,2023-07,14120.00,0,0,14120.00,pending
00000000-0000-0000-0000-000000000001,6e5ca9a8-daf2-4a66-94a9-3df42bc417bf,IMPORT/23-08/00072-1,2023-08,13337.00,0,0,13337.00,pending
00000000-0000-0000-0000-000000000001,a02d53e2-72e6-4783-b194-64e5e58a5c03,IMPORT/23-09/00073-1,2023-09,13523.00,0,0,13523.00,pending
00000000-0000-0000-0000-000000000001,0a5b10dd-bf0e-49a9-9eb0-9a370dce5a04,IMPORT/23-10/00074-1,2023-10,13400.00,0,0,13400.00,pending
00000000-0000-0000-0000-000000000001,5dfbf406-3882-4cf2-8a28-ab0cb49a8e27,IMPORT/23-11/00075-1,2023-11,13430.00,0,0,13430.00,pending
00000000-0000-0000-0000-000000000001,dfa95b5e-a963-47ef-918e-138b47f99a30,IMPORT/23-12/00076-1,2023-12,12950.00,0,0,12950.00,pending
00000000-0000-0000-0000-000000000001,c1dcdb0b-1d12-4e7f-97dc-085b68d1f76a,IMPORT/24-01/00077-1,2024-01,13089.00,0,0,13089.00,pending
00000000-0000-0000-0000-000000000001,9f7a3798-21c1-4aee-bc53-7a44fdb24981,IMPORT/24-02/00078-1,2024-02,14151.00,0,0,14151.00,pending
00000000-0000-0000-0000-000000000001,d56c140c-7126-43fe-9131-9ef17ae56e95,IMPORT/24-03/00079-1,2024-03,14080.00,0,0,14080.00,pending
00000000-0000-0000-0000-000000000001,7e0ca758-5736-45e5-8ac8-587b9d2a3d96,IMPORT/24-04/00080-1,2024-04,215.00,0,0,215.00,pending
00000000-0000-0000-0000-000000000001,80aa0a29-64cb-440c-8f53-80daaeda80f3,IMPORT/24-04/00081-1,2024-04,14368.00,0,0,14368.00,pending
00000000-0000-0000-0000-000000000001,95f5ef72-be46-4d91-b964-8f1e177593ba,IMPORT/24-05/00082-1,2024-05,14370.00,0,0,14370.00,pending
00000000-0000-0000-0000-000000000001,444ab994-f605-4b77-90dd-7897b967d860,IMPORT/24-06/00083-1,2024-06,1891.00,0,0,1891.00,pending
00000000-0000-0000-0000-000000000001,aa6696cf-41d6-42e2-9125-4b8f6265e89e,IMPORT/24-07/00084-1,2024-07,64.00,0,0,64.00,pending
00000000-0000-0000-0000-000000000001,7d73cb36-e63c-4705-96bb-000438e027cd,IMPORT/24-06/00085-1,2024-06,6750.00,0,0,6750.00,pending
00000000-0000-0000-0000-000000000001,8e62df91-ace3-42bb-aa62-0c7d61b30bd5,IMPORT/24-06/00086-1,2024-06,1000.00,0,0,1000.00,pending
00000000-0000-0000-0000-000000000001,2a77dd66-b51d-4c4f-9b9d-1968096c3c42,IMPORT/24-07/00087-1,2024-07,14700.00,0,0,14700.00,pending
00000000-0000-0000-0000-000000000001,0d2bd2fb-fde6-458a-a80c-8e0fe1851e24,IMPORT/24-08/00088-1,2024-08,15820.00,0,0,15820.00,pending
00000000-0000-0000-0000-000000000001,40ee7c07-d3f7-4a5f-a4d7-64287ab3f345,IMPORT/24-09/00089-1,2024-09,14292.00,0,0,14292.00,pending
00000000-0000-0000-0000-000000000001,d74b790a-af3a-4d84-9d0d-b5146aa5d04b,IMPORT/24-10/00090-1,2024-10,15690.00,0,0,15690.00,pending
00000000-0000-0000-0000-000000000001,9962138a-6e1a-419a-ae83-41d7ab41af58,IMPORT/24-11/00091-1,2024-11,15732.00,0,0,15732.00,pending
00000000-0000-0000-0000-000000000001,fb5ddf63-c1c6-451e-90e9-d2986950c181,IMPORT/24-12/00092-1,2024-12,16140.00,0,0,16140.00,pending
00000000-0000-0000-0000-000000000001,ba90552b-347d-4631-84ee-ea280b573b03,IMPORT/25-01/00093-1,2025-01,16011.00,0,0,16011.00,pending
00000000-0000-0000-0000-000000000001,51b7c530-e1fd-440a-9422-2c8974e2b024,IMPORT/25-02/00094-1,2025-02,16259.00,0,0,16259.00,pending
00000000-0000-0000-0000-000000000001,511be588-6d26-43c0-bdbe-9295ec975e8e,IMPORT/25-03/00095-1,2025-03,16188.00,0,0,16188.00,pending
00000000-0000-0000-0000-000000000001,2195be80-c33b-4475-b0ab-44bd8e05b5af,IMPORT/25-04/00096-1,2025-04,17065.00,0,0,17065.00,pending
00000000-0000-0000-0000-000000000001,f6044c2c-1046-45f5-92a8-11736e70899a,IMPORT/25-05/00097-1,2025-05,18010.00,0,0,18010.00,pending
00000000-0000-0000-0000-000000000001,a44140a5-7e9d-47a7-8952-d711a513be8b,IMPORT/25-06/00098-1,2025-06,18282.00,0,0,18282.00,pending
00000000-0000-0000-0000-000000000001,b0ab0504-b3cf-4730-bba5-1f03f8918d32,IMPORT/25-07/00099-1,2025-07,18490.00,0,0,18490.00,pending
00000000-0000-0000-0000-000000000001,39f94917-80aa-4a5e-899c-ae634905c136,IMPORT/25-08/00100-1,2025-08,18251.00,0,0,18251.00,pending
00000000-0000-0000-0000-000000000001,ecab4775-aa0c-42bd-bc30-9a6bd4432478,IMPORT/25-09/00101-1,2025-09,17259.00,0,0,17259.00,pending
00000000-0000-0000-0000-000000000001,8ec5edcc-4cf5-42cc-a17a-25ead83ae9f5,IMPORT/25-10/00102-1,2025-10,13608.00,0,0,13608.00,pending
00000000-0000-0000-0000-000000000001,db84d302-2922-4d0e-9a39-380147d658a0,IMPORT/25-01/00103-1,2025-01,12161.00,0,0,12161.00,pending
00000000-0000-0000-0000-000000000001,dd47a808-4635-4470-bfb7-76161c4988ba,IMPORT/25-01/00104-1,2025-01,1000.00,0,0,1000.00,pending
00000000-0000-0000-0000-000000000001,9b51b295-87d0-475d-90f4-92b84ddad4b3,IMPORT/25-02/00105-1,2025-02,15850.00,0,0,15850.00,pending
00000000-0000-0000-0000-000000000001,7e896970-15d1-4b79-831d-c412c67357c6,IMPORT/25-03/00106-1,2025-03,15984.00,0,0,15984.00,pending
00000000-0000-0000-0000-000000000001,b4d70959-0772-4414-9d7c-865afb60cfef,IMPORT/25-04/00107-1,2025-04,16825.00,0,0,16825.00,pending
00000000-0000-0000-0000-000000000001,466c6472-9220-4f6b-b8ef-278c4cd5b948,IMPORT/25-05/00108-1,2025-05,18260.00,0,0,18260.00,pending
00000000-0000-0000-0000-000000000001,4ce68b0f-a320-4d44-94cb-ed1cf3977619,IMPORT/25-06/00109-1,2025-06,18073.00,0,0,18073.00,pending
00000000-0000-0000-0000-000000000001,93dab9e8-9c93-4dab-8439-3a9b6df34750,IMPORT/25-07/00110-1,2025-07,11520.00,0,0,11520.00,pending
00000000-0000-0000-0000-000000000001,2cc66ce6-0283-40b2-a217-aaf91610d842,IMPORT/25-08/00111-1,2025-08,336.00,0,0,336.00,pending
00000000-0000-0000-0000-000000000001,89b09bfc-03c3-4ee2-b011-398d4c909888,IMPORT/25-02/00112-1,2025-02,12946.00,0,0,12946.00,pending
00000000-0000-0000-0000-000000000001,13802ec8-723f-4d77-9015-43bd57c84eb6,IMPORT/25-02/00113-1,2025-02,1000.00,0,0,1000.00,pending
00000000-0000-0000-0000-000000000001,62d4b641-a500-4694-a0ec-47c27fe3e605,IMPORT/25-03/00114-1,2025-03,15484.00,0,0,15484.00,pending
00000000-0000-0000-0000-000000000001,73ee087f-644d-47d5-87ea-2ff1fad8fdc4,IMPORT/25-04/00115-1,2025-04,16484.00,0,0,16484.00,pending
00000000-0000-0000-0000-000000000001,5aaae549-e1f5-4720-9e75-f414cc9c54ba,IMPORT/25-05/00116-1,2025-05,17468.00,0,0,17468.00,pending
00000000-0000-0000-0000-000000000001,902dea99-5637-47cc-b6db-56d42c63301e,IMPORT/25-06/00117-1,2025-06,16796.00,0,0,16796.00,pending
00000000-0000-0000-0000-000000000001,4e7a1caf-2b6a-4e3f-acef-817e838d975a,IMPORT/25-07/00118-1,2025-07,16850.00,0,0,16850.00,pending
