id,organization_id,entry_date,period,description,source_table,source_id,is_reversal_of,posted_at,posted_by,metadata
b0737ecb-b222-46e2-871a-ced2aa915279,00000000-0000-0000-0000-000000000001,2025-11-01,2025-11,Invoice IMPORT/25-11/00016-2,invoices,123fb6d1-ec5f-459b-9821-2f29f5e0c9cd,null,2026-07-24 12:25:14.207327+00,null,"{""invoice_type"":""regular"",""billing_month"":""2025-11""}"
3c240bd2-426e-487d-85df-0c0a5557c67d,00000000-0000-0000-0000-000000000001,2026-08-01,2026-08,Invoice VISTA/26-27/08/00101,invoices,d7d90c84-fbc0-4abf-a6fd-aab10aff10d2,null,2026-07-31 10:10:24.368587+00,null,"{""invoice_type"":""regular"",""billing_month"":""2026-08""}"
3d96d6ef-29aa-43be-8eb9-5e1163e48d35,00000000-0000-0000-0000-000000000001,2026-08-01,2026-08,Invoice VISTA/26-27/08/00102,invoices,c21ab206-217e-4181-9082-b98bf85f5fd4,null,2026-07-31 10:10:24.368587+00,null,"{""invoice_type"":""regular"",""billing_month"":""2026-08""}"
2e1449a7-23e0-45cb-ae44-fa8091ad46a4,00000000-0000-0000-0000-000000000001,2026-08-01,2026-08,Invoice VISTA/26-27/08/00103,invoices,556650af-a115-4d69-a8a0-c15454556482,null,2026-07-31 10:10:24.368587+00,null,"{""invoice_type"":""regular"",""billing_month"":""2026-08""}"
fbf16933-92ad-4da4-87b8-9453beb84795,00000000-0000-0000-0000-000000000001,2025-12-01,2025-12,Invoice IMPORT/25-12/00017-2,invoices,bdd59e7c-2607-4810-ada6-69aa038fa83b,null,2026-07-24 12:25:14.207327+00,null,"{""invoice_type"":""regular"",""billing_month"":""2025-12""}"
0cb01b9c-38dd-4d16-8a8f-e9a6346dfc06,00000000-0000-0000-0000-000000000001,2025-08-01,2025-08,Invoice IMPORT/25-08/00018-2,invoices,19ac09e6-2027-4ab6-94f9-50d176a5b502,null,2026-07-24 12:25:14.207327+00,null,"{""invoice_type"":""regular"",""billing_month"":""2025-08""}"
c15e3c9b-fbfb-4cfa-9265-5158f9cc667b,00000000-0000-0000-0000-000000000001,2025-09-01,2025-09,Invoice IMPORT/25-09/00019-2,invoices,d6b705c0-841a-4716-a999-7928b25a6933,null,2026-07-24 12:25:14.207327+00,null,"{""invoice_type"":""regular"",""billing_month"":""2025-09""}"
74d245ad-b1d3-4abe-bcc5-515b8e044dc8,00000000-0000-0000-0000-000000000001,2026-08-01,2026-08,Invoice VISTA/26-27/08/00104,invoices,c99c69b7-1dac-4e81-919a-034e3b826d6f,null,2026-07-31 10:10:24.368587+00,null,"{""invoice_type"":""regular"",""billing_month"":""2026-08""}"
9a7e23b8-5ef7-4dfb-a7cd-46f17962fe8e,00000000-0000-0000-0000-000000000001,2025-10-01,2025-10,Invoice IMPORT/25-10/00020-2,invoices,c3939de8-5399-4eaa-a9c8-a6e3781eff06,null,2026-07-24 12:25:14.207327+00,null,"{""invoice_type"":""regular"",""billing_month"":""2025-10""}"
0e630a44-1325-4f28-8299-f546c530b2c1,00000000-0000-0000-0000-000000000001,2026-07-01,2026-07,Invoice VISTA/26-27/07/00177 (corrected),invoices,4cdf76e4-c55d-4f3c-b21c-455672d01732,null,2026-07-15 06:42:47.300994+00,null,{}
f2d4e642-813c-4513-bc56-9bcb136e6456,00000000-0000-0000-0000-000000000001,2025-11-01,2025-11,Invoice IMPORT/25-11/00021-2,invoices,b507d282-5eb9-4d7d-802d-63701b295e8b,null,2026-07-24 12:25:14.207327+00,null,"{""invoice_type"":""regular"",""billing_month"":""2025-11""}"
409f7804-10b5-4961-a762-73d8fea3dcc7,00000000-0000-0000-0000-000000000001,2026-06-30,2026-06,Payment Received - VISTA/26-27/06/R00411,receipts,66918baa-97e2-4a3e-bad4-73750f347c55,null,2026-07-15 07:30:37.092987+00,null,"{""payment_mode"":""upi"",""receipt_type"":""payment""}"
175fc560-c59e-4ae9-acb9-c84ff0495ab8,00000000-0000-0000-0000-000000000001,2024-06-13,2024-06,Invoice IMPORT/24-06/00022-2,invoices,109f0c61-7afa-4d79-9e50-c1d2925d1b1e,null,2026-07-24 12:25:14.207327+00,null,"{""invoice_type"":""regular"",""billing_month"":""2024-06""}"
a3cd72b0-4b34-4b87-a0b3-eedf9596f40c,00000000-0000-0000-0000-000000000001,2024-06-01,2024-06,Invoice IMPORT/24-06/00023-2,invoices,b2fb43fb-06e0-4640-a546-ebc36f7c83b7,null,2026-07-24 12:25:14.207327+00,null,"{""invoice_type"":""regular"",""billing_month"":""2024-06""}"
23c52695-a065-44e7-a678-7a9e9ce13c51,00000000-0000-0000-0000-000000000001,2024-06-17,2024-06,Invoice IMPORT/24-06/00024-2,invoices,ba8ad918-a66d-441b-bad3-2f9529e7af5f,null,2026-07-24 12:25:14.207327+00,null,"{""invoice_type"":""regular"",""billing_month"":""2024-06""}"
7fc9cb1b-e266-406e-8861-3ac4858a939b,00000000-0000-0000-0000-000000000001,2026-06-04,2026-06,Invoice VISTA/26-27/06/00187,invoices,3954b117-fce8-49a1-afba-1243495f9b44,null,2026-06-06 07:27:52.797305+00,null,"{""invoice_type"":""exit_charge"",""billing_month"":""2026-06""}"
329d0051-b811-4b33-b9b3-2e349aaa73a1,00000000-0000-0000-0000-000000000001,2026-08-01,2026-08,Invoice VISTA/26-27/08/00105,invoices,a4e705ac-defb-4a84-9cf5-4432b20fe25a,null,2026-07-31 10:10:24.368587+00,null,"{""invoice_type"":""regular"",""billing_month"":""2026-08""}"
0a1301fb-761f-4a0e-89e1-f789316f14df,00000000-0000-0000-0000-000000000001,2024-07-06,2024-07,Invoice IMPORT/24-07/00025-2,invoices,bff1f408-0766-446f-9847-117ecd1e8cc9,null,2026-07-24 12:25:14.207327+00,null,"{""invoice_type"":""regular"",""billing_month"":""2024-07""}"
107689eb-6296-448f-b9a7-bbff687e01ac,00000000-0000-0000-0000-000000000001,2024-07-01,2024-07,Invoice IMPORT/24-07/00026-2,invoices,7ed2a84a-383b-40c1-a821-500d5f1a3192,null,2026-07-24 12:25:14.207327+00,null,"{""invoice_type"":""regular"",""billing_month"":""2024-07""}"
674417f1-28ac-4d26-8e8b-8b3a6dc9a275,00000000-0000-0000-0000-000000000001,2024-08-01,2024-08,Invoice IMPORT/24-08/00027-2,invoices,8b3627db-a107-4c2c-80c4-c5d6c1c811d5,null,2026-07-24 12:25:14.207327+00,null,"{""invoice_type"":""regular"",""billing_month"":""2024-08""}"
f8b6c280-79bf-438d-a0dd-dd50397455bb,00000000-0000-0000-0000-000000000001,2024-08-11,2024-08,Invoice IMPORT/24-08/00028-2,invoices,bc206b4a-9f56-4b74-a6bb-0a6bff371b60,null,2026-07-24 12:25:14.207327+00,null,"{""invoice_type"":""regular"",""billing_month"":""2024-08""}"
2c281fe1-65aa-45cc-84c9-12b19ded31ed,00000000-0000-0000-0000-000000000001,2024-08-09,2024-08,Invoice IMPORT/24-08/00029-2,invoices,70012818-adaf-49b4-bd58-54c671c428d9,null,2026-07-24 12:25:14.207327+00,null,"{""invoice_type"":""regular"",""billing_month"":""2024-08""}"
aeefe5fc-53ff-4f50-8d5b-7184befbc9a8,00000000-0000-0000-0000-000000000001,2024-09-13,2024-09,Invoice IMPORT/24-09/00030-2,invoices,a4cd1db8-bc82-40cc-82ca-3b2fda251a88,null,2026-07-24 12:25:14.207327+00,null,"{""invoice_type"":""regular"",""billing_month"":""2024-09""}"
ada5daf0-bcd3-4e14-b657-89680f6726e6,00000000-0000-0000-0000-000000000001,2024-09-01,2024-09,Invoice IMPORT/24-09/00031-2,invoices,1c342bbb-6ae8-484e-bcdc-7521e9c4017e,null,2026-07-24 12:25:14.207327+00,null,"{""invoice_type"":""regular"",""billing_month"":""2024-09""}"
dcf7e0c1-4dca-44f5-aeac-0cdff715205a,00000000-0000-0000-0000-000000000001,2024-10-01,2024-10,Invoice IMPORT/24-10/00032-2,invoices,273ef8ed-feb4-40c9-8899-9735c26b86e7,null,2026-07-24 12:25:14.207327+00,null,"{""invoice_type"":""regular"",""billing_month"":""2024-10""}"
cab10ede-4043-4c94-a50c-627c8b8eef9b,00000000-0000-0000-0000-000000000001,2024-10-13,2024-10,Invoice IMPORT/24-10/00033-2,invoices,d56868e2-430c-4bbf-8582-ab2c69001c52,null,2026-07-24 12:25:14.207327+00,null,"{""invoice_type"":""regular"",""billing_month"":""2024-10""}"
6cfc9a9d-759c-4718-b629-d5ebd8799138,00000000-0000-0000-0000-000000000001,2026-08-01,2026-08,Invoice VISTA/26-27/08/00106,invoices,0b44f982-2850-441f-a2ff-5418c536025e,null,2026-07-31 10:10:24.368587+00,null,"{""invoice_type"":""regular"",""billing_month"":""2026-08""}"
b7a7a3e4-bccf-45d3-8cec-b0b253e42f37,00000000-0000-0000-0000-000000000001,2024-11-01,2024-11,Invoice IMPORT/24-11/00034-2,invoices,3ec855d9-5555-4e9a-98d4-c875bab45f2a,null,2026-07-24 12:25:14.207327+00,null,"{""invoice_type"":""regular"",""billing_month"":""2024-11""}"
31783175-8894-4b02-8fd2-cf4a8ec3e689,00000000-0000-0000-0000-000000000001,2025-08-06,2025-08,Payment Received - VISTA/25-26/08/R05767,receipts,e258e23d-cfe4-470f-bb85-1cd510c6fe4e,null,2026-04-25 11:21:14.487161+00,null,"{""backfill"":true,""receipt_type"":""payment""}"
cfce0146-897b-45b0-aacd-ca38b66f9d14,00000000-0000-0000-0000-000000000001,2026-08-01,2026-08,Invoice VISTA/26-27/08/00107,invoices,0f1c0a48-ed53-4e86-be38-d33c435583d5,null,2026-07-31 10:10:24.368587+00,null,"{""invoice_type"":""regular"",""billing_month"":""2026-08""}"
c03b1067-c16c-4923-b818-1128966bce46,00000000-0000-0000-0000-000000000001,2024-12-01,2024-12,Invoice IMPORT/24-12/00035-2,invoices,4d7ae571-a127-4c02-8427-3ca1de7207c0,null,2026-07-24 12:25:14.207327+00,null,"{""invoice_type"":""regular"",""billing_month"":""2024-12""}"
6866bb6d-0f92-4a55-b1ba-2e48dc6fc16b,00000000-0000-0000-0000-000000000001,2026-08-01,2026-08,Invoice VISTA/26-27/08/00108,invoices,a62525bc-054b-460a-8221-2b94970784db,null,2026-07-31 10:10:24.368587+00,null,"{""invoice_type"":""regular"",""billing_month"":""2026-08""}"
f0041dd8-6564-4170-9d29-0ee1875855d6,00000000-0000-0000-0000-000000000001,2025-12-06,2025-12,Payment Received - VISTA/25-26/12/R05782,receipts,fdb0e193-43b7-4b06-aa02-50baf666807a,null,2026-04-25 11:21:14.487161+00,null,"{""backfill"":true,""receipt_type"":""payment""}"
dfed1fc4-a449-4e30-a481-53a90b705f7c,00000000-0000-0000-0000-000000000001,2026-08-01,2026-08,Invoice VISTA/26-27/08/00109,invoices,2f9b321a-da49-428e-b81c-c0d4503e537a,null,2026-07-31 10:10:24.368587+00,null,"{""invoice_type"":""regular"",""billing_month"":""2026-08""}"
6f21f102-c92c-45c9-a011-1be92c433b25,00000000-0000-0000-0000-000000000001,2026-02-05,2026-02,Payment Received - VISTA/25-26/02/R05834,receipts,09bbd81d-43ab-42d3-b010-e97116a861d3,null,2026-04-25 11:21:14.487161+00,null,"{""backfill"":true,""receipt_type"":""payment""}"
9accf0a7-ab89-4f4d-a763-3aca87e654d9,00000000-0000-0000-0000-000000000001,2025-01-01,2025-01,Invoice IMPORT/25-01/00036-2,invoices,a0c3193b-1a27-43d2-8e49-e8780aace034,null,2026-07-24 12:25:14.207327+00,null,"{""invoice_type"":""regular"",""billing_month"":""2025-01""}"
d9c9ec01-cd42-48de-af7d-301f9155609b,00000000-0000-0000-0000-000000000001,2025-01-02,2025-01,Payment Received - VISTA/24-25/01/R05826,receipts,10dfe57e-b163-457a-9dab-1c4e78451289,null,2026-04-25 11:21:14.487161+00,null,"{""backfill"":true,""receipt_type"":""payment""}"
4d89ab2a-c8df-4f0c-93f7-40cadc7a31bb,00000000-0000-0000-0000-000000000001,2025-01-13,2025-01,Invoice IMPORT/25-01/00037-2,invoices,2d135f0d-7d9b-4bff-8df5-56da417690f2,null,2026-07-24 12:25:14.207327+00,null,"{""invoice_type"":""regular"",""billing_month"":""2025-01""}"
e41c1180-562d-497c-940c-7e5c32098a5a,00000000-0000-0000-0000-000000000001,2026-01-11,2026-01,Payment Received - VISTA/25-26/01/R05844,receipts,208da4b7-e113-4beb-bc0a-bac725f99ccf,null,2026-04-25 11:21:14.487161+00,null,"{""backfill"":true,""receipt_type"":""payment""}"
69272763-58b5-4e20-8b56-ee46705ce931,00000000-0000-0000-0000-000000000001,2025-05-05,2025-05,Payment Received - VISTA/25-26/05/R05840,receipts,21ca27fc-db1e-47b3-a3a6-d9745edbefc1,null,2026-04-25 11:21:14.487161+00,null,"{""backfill"":true,""receipt_type"":""payment""}"
08db6b5d-12d8-4f8f-9bdf-a5a1cf2c0ef9,00000000-0000-0000-0000-000000000001,2026-01-08,2026-01,Payment Received - VISTA/25-26/01/R05838,receipts,26ae293f-c0db-4f79-8586-dd2da9db834f,null,2026-04-25 11:21:14.487161+00,null,"{""backfill"":true,""receipt_type"":""payment""}"
9616c5d0-20fe-4788-b72b-7629232a045f,00000000-0000-0000-0000-000000000001,2026-01-31,2026-01,Payment Received - VISTA/25-26/01/R05829,receipts,2b17b9a4-4008-4bba-83c9-43118a45bdcc,null,2026-04-25 11:21:14.487161+00,null,"{""backfill"":true,""receipt_type"":""payment""}"
4ef315cf-ee19-42a3-936a-06e3cbedcea0,00000000-0000-0000-0000-000000000001,2025-02-01,2025-02,Invoice IMPORT/25-02/00038-2,invoices,3deb5ea2-4bfe-4b02-9642-5bd7b5e50882,null,2026-07-24 12:25:14.207327+00,null,"{""invoice_type"":""regular"",""billing_month"":""2025-02""}"
e4d4aa48-74e7-4672-bb92-be345cec7b3d,00000000-0000-0000-0000-000000000001,2023-09-21,2023-09,Payment Received - VISTA/23-24/09/R05807,receipts,2f2d898e-b9ad-4e18-84ae-ee369be38078,null,2026-04-25 11:21:14.487161+00,null,"{""backfill"":true,""receipt_type"":""payment""}"
9ef7e58c-a87d-4b0c-a9de-c5c9e1856e03,00000000-0000-0000-0000-000000000001,2025-02-04,2025-02,Invoice IMPORT/25-02/00039-2,invoices,b3a04214-3853-42e1-8ced-22173070ecaf,null,2026-07-24 12:25:14.207327+00,null,"{""invoice_type"":""regular"",""billing_month"":""2025-02""}"
50f913bd-b79c-4362-bc87-6dd93412ed5b,00000000-0000-0000-0000-000000000001,2025-09-05,2025-09,Payment Received - VISTA/25-26/09/R05815,receipts,3bf4e20e-902c-4f78-aecf-5a418531b685,null,2026-04-25 11:21:14.487161+00,null,"{""backfill"":true,""receipt_type"":""payment""}"
475901f6-8302-4359-89f9-41b4b6e9bac6,00000000-0000-0000-0000-000000000001,2025-03-06,2025-03,Invoice IMPORT/25-03/00040-2,invoices,489dc2b4-ae7e-482d-bfee-e08ed2c1589c,null,2026-07-24 12:25:14.207327+00,null,"{""invoice_type"":""regular"",""billing_month"":""2025-03""}"
ffb6585c-c472-4f3d-b310-e13eba42db0f,00000000-0000-0000-0000-000000000001,2026-01-07,2026-01,Payment Received - VISTA/25-26/01/R05810,receipts,48ef9bcc-d8f3-44e5-868f-c152f771e2dd,null,2026-04-25 11:21:14.487161+00,null,"{""backfill"":true,""receipt_type"":""payment""}"
049a4b0c-6e0c-4bd2-8818-a3c43928f675,00000000-0000-0000-0000-000000000001,2025-03-01,2025-03,Invoice IMPORT/25-03/00041-2,invoices,603d3d08-300d-4f37-8c4c-3139d2b5388c,null,2026-07-24 12:25:14.207327+00,null,"{""invoice_type"":""regular"",""billing_month"":""2025-03""}"
da8c954b-e76a-4d65-97e7-88c47698b1dd,00000000-0000-0000-0000-000000000001,2026-07-08,2026-07,Payment Received - VISTA/26-27/07/R00191,receipts,8a71de1b-25df-4344-a98d-9cecd5fe1bd8,null,2026-07-15 10:36:52.459075+00,null,"{""payment_mode"":""upi"",""receipt_type"":""payment""}"
9ed87392-03d5-46e7-8a85-592c8e71debc,00000000-0000-0000-0000-000000000001,2026-06-04,2026-06,Invoice VISTA/26-27/06/00186,invoices,9afcbcd2-3c6f-44e3-9feb-a9d161f92170,null,2026-06-06 07:27:52.470462+00,null,"{""invoice_type"":""regular"",""billing_month"":""2026-06""}"
06f78086-716d-411d-a320-a40b62e4ac09,00000000-0000-0000-0000-000000000001,2026-05-07,2026-05,Payment Received - VISTA/26-27/05/R00182,receipts,ba423d8e-f763-4a4d-a414-db9b17b79cf6,null,2026-05-12 11:20:27.121847+00,null,"{""payment_mode"":""upi"",""receipt_type"":""payment""}"
ca6b4696-3dac-4905-b37e-092e1b3b9714,00000000-0000-0000-0000-000000000001,2025-04-01,2025-04,Invoice IMPORT/25-04/00042-2,invoices,f66870eb-5837-4ffc-a76d-6087847c401b,null,2026-07-24 12:25:14.207327+00,null,"{""invoice_type"":""regular"",""billing_month"":""2025-04""}"
6eba0302-ee96-4ee8-b21f-0078b4983f0f,00000000-0000-0000-0000-000000000001,2026-02-07,2026-02,Payment Received - VISTA/25-26/02/R05833,receipts,576e49c4-c96d-4d88-b002-8c0706022062,null,2026-04-25 11:21:14.487161+00,null,"{""backfill"":true,""receipt_type"":""payment""}"
c38dea8a-e6d0-452d-899d-7c234686c9a3,00000000-0000-0000-0000-000000000001,2025-04-13,2025-04,Invoice IMPORT/25-04/00043-2,invoices,e6a8de9a-cdc6-4055-8e63-009a5c6cd5dd,null,2026-07-24 12:25:14.207327+00,null,"{""invoice_type"":""regular"",""billing_month"":""2025-04""}"
92108a62-6284-4ddc-b29b-c1bc5bdb955e,00000000-0000-0000-0000-000000000001,2023-09-08,2023-09,Payment Received - VISTA/23-24/09/R05832,receipts,68a470e9-a5be-495d-bde9-8e2a52a8f5e4,null,2026-04-25 11:21:14.487161+00,null,"{""backfill"":true,""receipt_type"":""payment""}"
4ec0f7ef-0abc-4cea-8a8c-f8047f1fe0ed,00000000-0000-0000-0000-000000000001,2026-02-03,2026-02,Payment Received - VISTA/25-26/02/R05837,receipts,704cce3c-8e5b-4218-9aae-c3d9963398d7,null,2026-04-25 11:21:14.487161+00,null,"{""backfill"":true,""receipt_type"":""payment""}"
3e66685f-cef4-41cb-a77d-05c86c19f857,00000000-0000-0000-0000-000000000001,2024-07-30,2024-07,Payment Received - VISTA/24-25/07/R05846,receipts,7ad767f5-cc1f-44a8-bc9d-87213a07b137,null,2026-04-25 11:21:14.487161+00,null,"{""backfill"":true,""receipt_type"":""payment""}"
feb41fae-350a-4b84-8879-af6deefa8c71,00000000-0000-0000-0000-000000000001,2025-05-14,2025-05,Invoice IMPORT/25-05/00044-2,invoices,15e8986f-9c8c-4a1c-acd9-cddb615b6b3d,null,2026-07-24 12:25:14.207327+00,null,"{""invoice_type"":""regular"",""billing_month"":""2025-05""}"
025efca5-4052-4574-9e2b-fc38a86a0110,00000000-0000-0000-0000-000000000001,2025-05-01,2025-05,Invoice IMPORT/25-05/00045-2,invoices,886a53f2-ac66-47f9-8688-23dc6e39f2d0,null,2026-07-24 12:25:14.207327+00,null,"{""invoice_type"":""regular"",""billing_month"":""2025-05""}"
ea0f8766-fc31-411a-a973-6ab8f04930ea,00000000-0000-0000-0000-000000000001,2026-08-01,2026-08,Invoice VISTA/26-27/08/00110,invoices,15217236-2634-42e2-85bb-fb018d523a9b,null,2026-07-31 10:10:24.368587+00,null,"{""invoice_type"":""regular"",""billing_month"":""2026-08""}"
f27e5594-2b0b-4361-8652-f40d725c4348,00000000-0000-0000-0000-000000000001,2025-06-01,2025-06,Invoice IMPORT/25-06/00046-2,invoices,e8b13b45-9696-495e-9424-9753ca83a3be,null,2026-07-24 12:25:14.207327+00,null,"{""invoice_type"":""regular"",""billing_month"":""2025-06""}"
db1b39d9-bc36-4252-8243-15b8f2cc869b,00000000-0000-0000-0000-000000000001,2025-07-01,2025-07,Invoice IMPORT/25-07/00047-2,invoices,83ce5256-9c64-42a5-afbe-4c4c27113bbd,null,2026-07-24 12:25:14.207327+00,null,"{""invoice_type"":""regular"",""billing_month"":""2025-07""}"
7db57448-0669-4b5c-9dec-f2128804e589,00000000-0000-0000-0000-000000000001,2024-05-01,2024-05,Invoice IMPORT/24-05/00048-2,invoices,fc7f607e-2a26-4e3d-9d0e-3cac2005cce9,null,2026-07-24 12:25:14.207327+00,null,"{""invoice_type"":""regular"",""billing_month"":""2024-05""}"
84766491-7125-4af9-9017-474284ae0c5d,00000000-0000-0000-0000-000000000001,2025-07-05,2025-07,Payment Received - VISTA/25-26/07/R05818,receipts,961bda2b-1afb-41ba-83af-9713b6954c83,null,2026-04-25 11:21:14.487161+00,null,"{""backfill"":true,""receipt_type"":""payment""}"
44ffc487-a3cf-43dd-ab7d-11ce7ccb001c,00000000-0000-0000-0000-000000000001,2024-01-21,2024-01,Payment Received - VISTA/23-24/01/R05805,receipts,988088d1-5deb-41a1-ace8-fae460d03ba0,null,2026-04-25 11:21:14.487161+00,null,"{""backfill"":true,""receipt_type"":""payment""}"
93d06466-69df-488e-8e5f-9bc19ae00a30,00000000-0000-0000-0000-000000000001,2026-08-01,2026-08,Invoice VISTA/26-27/08/00111,invoices,35639fa7-9ae0-4b59-85d8-d0058dd2a66f,null,2026-07-31 10:10:24.368587+00,null,"{""invoice_type"":""regular"",""billing_month"":""2026-08""}"
9955272c-3636-4315-a022-7774f5bb8684,00000000-0000-0000-0000-000000000001,2024-05-01,2024-05,Invoice IMPORT/24-05/00049-2,invoices,de577289-8507-464d-aeec-841e68349a97,null,2026-07-24 12:25:14.207327+00,null,"{""invoice_type"":""regular"",""billing_month"":""2024-05""}"
e9a6acfe-37f5-4f34-a1b0-7319522bb347,00000000-0000-0000-0000-000000000001,2024-06-01,2024-06,Invoice IMPORT/24-06/00050-2,invoices,ddd8b61d-9f70-496e-8627-90ea81553114,null,2026-07-24 12:25:14.207327+00,null,"{""invoice_type"":""regular"",""billing_month"":""2024-06""}"
491c2b3a-a7a9-47d0-a2b9-ace251fa6efd,00000000-0000-0000-0000-000000000001,2024-07-01,2024-07,Invoice IMPORT/24-07/00051-2,invoices,90f9e0f6-d705-4fd7-bb24-dea4a3604445,null,2026-07-24 12:25:14.207327+00,null,"{""invoice_type"":""regular"",""billing_month"":""2024-07""}"
aefa8556-6f8d-4afa-b7a8-81a0ebd89378,00000000-0000-0000-0000-000000000001,2024-08-01,2024-08,Invoice IMPORT/24-08/00052-2,invoices,bc23b25e-9b09-4d6c-808c-844cdd5f8864,null,2026-07-24 12:25:14.207327+00,null,"{""invoice_type"":""regular"",""billing_month"":""2024-08""}"
5400b7ed-f6ff-4b0a-b326-f9a90c4402d0,00000000-0000-0000-0000-000000000001,2026-08-01,2026-08,Invoice VISTA/26-27/08/00112,invoices,0787349f-f0f1-437d-812e-948e75243151,null,2026-07-31 10:10:24.368587+00,null,"{""invoice_type"":""regular"",""billing_month"":""2026-08""}"
158f892f-048b-449e-93e5-fa89955be892,00000000-0000-0000-0000-000000000001,2025-01-08,2025-01,Payment Received - VISTA/24-25/01/R05803,receipts,d00051a5-ee42-4362-8d44-91e22f442450,null,2026-04-25 11:21:14.487161+00,null,"{""backfill"":true,""receipt_type"":""payment""}"
62e81f5e-a18d-4d18-a897-01cce88cb320,00000000-0000-0000-0000-000000000001,2025-02-09,2025-02,Payment Received - VISTA/24-25/02/R05817,receipts,d093ace1-0058-49bc-a473-ad4029bc7cb5,null,2026-04-25 11:21:14.487161+00,null,"{""backfill"":true,""receipt_type"":""payment""}"
f7e866bb-1457-4101-946a-87fb40e863fe,00000000-0000-0000-0000-000000000001,2024-09-01,2024-09,Invoice IMPORT/24-09/00053-2,invoices,a6110751-b8cc-4b4b-b550-9dbe507dd020,null,2026-07-24 12:25:14.207327+00,null,"{""invoice_type"":""regular"",""billing_month"":""2024-09""}"
ba950ab8-d413-48ac-b8d5-d13ce803a8df,00000000-0000-0000-0000-000000000001,2024-10-01,2024-10,Invoice IMPORT/24-10/00054-2,invoices,9b1b4186-825f-4e17-811b-6c8a444d30a3,null,2026-07-24 12:25:14.207327+00,null,"{""invoice_type"":""regular"",""billing_month"":""2024-10""}"
7fa7c570-9f0d-426a-83ce-d292dd7d1069,00000000-0000-0000-0000-000000000001,2025-09-08,2025-09,Payment Received - VISTA/25-26/09/R05809,receipts,d89e3fe5-7363-47c4-95df-2b1cd2c2d234,null,2026-04-25 11:21:14.487161+00,null,"{""backfill"":true,""receipt_type"":""payment""}"
24cba027-db2c-467e-bb48-8105b6c7d56b,00000000-0000-0000-0000-000000000001,2024-11-01,2024-11,Invoice IMPORT/24-11/00055-2,invoices,1072be38-e643-4ded-98ab-a40ca5818753,null,2026-07-24 12:25:14.207327+00,null,"{""invoice_type"":""regular"",""billing_month"":""2024-11""}"
aec6a746-40fe-48e3-8631-300bdb933fb9,00000000-0000-0000-0000-000000000001,2026-08-01,2026-08,Invoice VISTA/26-27/08/00113,invoices,70948315-5bad-4e2f-974b-1faf329588f5,null,2026-07-31 10:10:24.368587+00,null,"{""invoice_type"":""regular"",""billing_month"":""2026-08""}"
eaf8b13c-8e32-48ee-863a-945e85e294df,00000000-0000-0000-0000-000000000001,2024-12-01,2024-12,Invoice IMPORT/24-12/00056-2,invoices,292de5b3-6b77-4131-b302-94babc594e5d,null,2026-07-24 12:25:14.207327+00,null,"{""invoice_type"":""regular"",""billing_month"":""2024-12""}"
6f7e4243-985e-4132-9a92-ad49a6d8023c,00000000-0000-0000-0000-000000000001,2026-08-01,2026-08,Invoice VISTA/26-27/08/00114,invoices,3918a752-d713-4580-bf92-1c70cad1f016,null,2026-07-31 10:10:24.368587+00,null,"{""invoice_type"":""regular"",""billing_month"":""2026-08""}"
280af95d-6292-4088-ae82-98ef3c43bbe4,00000000-0000-0000-0000-000000000001,2025-01-04,2025-01,Invoice IMPORT/25-01/00057-2,invoices,cf242e89-2662-4d45-a2cd-77cd72c9bdf3,null,2026-07-24 12:25:14.207327+00,null,"{""invoice_type"":""regular"",""billing_month"":""2025-01""}"
3bb42b91-e40e-4ac9-b97d-1a48c6d7bfea,00000000-0000-0000-0000-000000000001,2025-01-01,2025-01,Invoice IMPORT/25-01/00058-2,invoices,335d8288-3c9e-41ce-8d1f-e3cd1f6942a6,null,2026-07-24 12:25:14.207327+00,null,"{""invoice_type"":""regular"",""billing_month"":""2025-01""}"
a49d64d8-c99b-4248-bbcf-9553325fe627,00000000-0000-0000-0000-000000000001,2025-02-01,2025-02,Invoice IMPORT/25-02/00059-2,invoices,aee5b554-e3ac-45d3-ab3f-53f66bfa1dac,null,2026-07-24 12:25:14.207327+00,null,"{""invoice_type"":""regular"",""billing_month"":""2025-02""}"
98e5b461-8a47-4d0e-8098-01d025b9348d,00000000-0000-0000-0000-000000000001,2025-03-01,2025-03,Invoice IMPORT/25-03/00060-2,invoices,186f0b54-1904-4421-882d-ebdaf50b7513,null,2026-07-24 12:25:14.207327+00,null,"{""invoice_type"":""regular"",""billing_month"":""2025-03""}"
83ad28e2-fea5-4e6f-82f7-8da972a315d6,00000000-0000-0000-0000-000000000001,2025-04-01,2025-04,Invoice IMPORT/25-04/00061-2,invoices,2c049817-eed7-4637-b39e-d5b38c152635,null,2026-07-24 12:25:14.207327+00,null,"{""invoice_type"":""regular"",""billing_month"":""2025-04""}"
a6ad0ccd-8956-4311-bdfa-1015616723bb,00000000-0000-0000-0000-000000000001,2026-06-10,2026-06,Payment Received - VISTA/26-27/06/00125,receipts,1f33beec-cb4c-4f94-8dd2-fed1549c578a,null,2026-06-10 10:05:47.482974+00,null,"{""payment_mode"":""upi"",""receipt_type"":""booking""}"
