review_id,property_name,themes,sentiment,pain_points,positive_drivers,customer_needs,purchase_signal,retention_signal,evidence_strength,extraction_status,model,evidence_snippet
Ci9DQUlRQUNvZENodHljRjlvT2pWWE5XaDJibDk2UkdObFYwMUxZM0Z4VlRWbU4zYxAB,Season 4 Rentals,room_quality|staff|location,positive,location,room_quality|staff,location,False,False,high,ok,openai/gpt-oss-120b,"Very great place to stay!

Comfort is great and the supervisor and his commitment is more than expectations.

The drawback is it is located on the roadside and "
Ci9DQUlRQUNvZENodHljRjlvT21aS05XRTBiMmcwWVVoT2JFZElkMnBVWVRSSVpVRRAB,Season 4 Rentals,staff,positive,,staff,staff,False,False,low,ok,openai/gpt-oss-120b,Really good stay thanks for mani maran for a good takecare
Ci9DQUlRQUNvZENodHljRjlvT21sMk4zSk1WbEZOYUVaZlNWbFlOQzFHUTE5bVFVRRAB,Season 4 Rentals,room_quality|staff,positive,,room_quality|staff,room_quality|staff,False,False,medium,ok,openai/gpt-oss-120b,Very nice place to stay actually feel like a home and staff was polite and handling the question In a proper way especially manimaran was great in hospitality s
Ci9DQUlRQUNvZENodHljRjlvT2pGNGRYZEZVbTgxWlRFdGFqQXhTMDlUV2paaVEzYxAB,Season 4 Rentals,parking|water|location,positive,,parking|water|location,parking|water,False,False,medium,ok,openai/gpt-oss-120b,"Nice stay with all facilities like car parking, drinking water and all aminities. Stay is in main road.

Peaceful stay"
Ci9DQUlRQUNvZENodHljRjlvT25JNVJHWXdlSEkwVTJWSlMyUktVblJhTmxvNWVGRRAB,Season 4 Rentals,room_quality|parking|location|water|maintenance|staff,positive,water|maintenance,room_quality|parking|location|staff|maintenance,water|maintenance,False,False,high,ok,openai/gpt-oss-120b,The stay at Season 4 rentals was very pleasant. We stayed there for a week. The room was a cozy and spacious enough for 2 of us with a small bedroom and a modul
Ci9DQUlRQUNvZENodHljRjlvT21ZeGVHVkNabUV4YlZSelVWbFFhVlp1V1RneU9XYxAB,Season 4 Rentals,food|staff,positive,,food|staff,food|staff,False,False,low,ok,openai/gpt-oss-120b,Very good experience!! Food was good and Manimaran provided very good hospitality!
Ci9DQUlRQUNvZENodHljRjlvT2kxelRYRkJUVmhDUWxCeFZGVkJkMEpLWkRsSFJGRRAB,Season 4 Rentals,room_quality|location|laundry,neutral,room_quality,location|laundry,room_quality|laundry,False,False,medium,ok,openai/gpt-oss-120b,"The room and location is good.
Every thing  is available inside the room including washing machine and fridge.

The only thing is the room is very small and fee"
Ci9DQUlRQUNvZENodHljRjlvT25OQmFtSTFhMnhGTURoVldqRk5YME53U2xGTFRuYxAB,Season 4 Rentals,staff|cleanliness,positive,,staff|cleanliness,staff|cleanliness,False,False,low,ok,openai/gpt-oss-120b,"Hotel is very good and neat working staff was very polite and speaking in a good way.
Mr.Manimaran is working staff he is very helpful guy and very good person."
Ci9DQUlRQUNvZENodHljRjlvT25SNlJYWnVkV3RDT1dkVVIxOVdlblpzWW05d2QzYxAB,Season 4 Rentals,,unknown,,,,False,False,unknown,missing,openai/gpt-oss-120b,"Hie guys....one of the best stays in chennai!! Rooms were neat ..main location.
Mr.manimaran at reception is very polite and friendly...
Ample car parking and o"
Ci9DQUlRQUNvZENodHljRjlvT21RM2FUUm5hWFl4UTA1a00zazFRMGhEVUd4bmJGRRAB,Yali Service Apartment,room_quality|cleanliness|staff,positive,,room_quality|cleanliness|staff,room_quality|cleanliness|staff,False,False,medium,ok,openai/gpt-oss-120b,Had a great stay at yali service apartment.good and clean room and service.special thanks to sidhhu sir.had a wonderful experience
Ci9DQUlRQUNvZENodHljRjlvT25kU2JVaFRjalJ0UjNOMFZWUjZSVEZrTkdwa2NGRRAB,Yali Service Apartment,staff,positive,,staff,staff,False,False,low,ok,openai/gpt-oss-120b,Very good service
Ci9DQUlRQUNvZENodHljRjlvT2pOWU9FczBUVEJXUlhCbVVsaExTbkZRYkVWd05uYxAB,Yali Service Apartment,,positive,,,,False,False,low,ok,openai/gpt-oss-120b,Excellent stay
Ci9DQUlRQUNvZENodHljRjlvT2toR09EUkZjMUZqUTNWamVreGxaMlJSTm5waFJHYxAB,Yali Service Apartment,value|parking|safety|security|staff,positive,,value|parking|safety|security|staff,value|parking|safety|security|staff,True,False,high,ok,openai/gpt-oss-120b,"⭐⭐⭐⭐⭐ Had a wonderful stay! 😊

🎟️Budget Friendly 💸
🏨 Couple-friendly atmosphere ❤️
🚗🏍️ Safe car & bike parking available
📹 CCTV surveillance for added security
"
Ci9DQUlRQUNvZENodHljRjlvT2t4QmFDMTFkM3BIUjNSek9UWXlOMjVPY1hRMFprRRAB,Yali Service Apartment,room_quality|cleanliness|maintenance|staff,positive,,room_quality|cleanliness|maintenance|staff,room_quality|cleanliness|maintenance|staff,False,False,medium,ok,openai/gpt-oss-120b,"Had a great stay. The room was clean, comfortable, and well maintained. Special thanks to Sidhu from room service—he was very kind, polite, and helpful. His exc"
Ci9DQUlRQUNvZENodHljRjlvT2pWaExVaGpabkU1YTFRMlNVaG9NemRJVTFOTmVFRRAB,Yali Service Apartment,staff,positive,,staff,staff,False,False,medium,ok,openai/gpt-oss-120b,I stayed here with my family for 4 days and hospitality was excellent at this place. It made to feel like staying at home. Thanks to entire team and especially 
Ci9DQUlRQUNvZENodHljRjlvT2tOTk0yWktNWGt4T0dzMlNsOWlNVkpUWWtWTE5sRRAB,Yali Service Apartment,safety|parking|staff,positive,,safety|parking|staff,safety|parking|staff,True,False,high,ok,openai/gpt-oss-120b,I genuinely recommend Yali Service Apartments for families. I stayed here for a week with my family. They prioritize guests safety and ensure every need is take
Ci9DQUlRQUNvZENodHljRjlvT2xOWFdYUXpaV2gzWVU0eU5FRlBSREIzT0ZSdFVGRRAB,Yali Service Apartment,value|staff,positive,,value|staff,value|staff,False,False,medium,ok,openai/gpt-oss-120b,"Stayed here for doing my course in HIMT , rooms are very reasonable price and siddhu was very helpfull."
Ci9DQUlRQUNvZENodHljRjlvT21sVGJsVlllVkZJT0VkSGVUSmpRVXBPY1dsRlVWRRAB,Yali Service Apartment,,unknown,,,,False,False,unknown,missing,openai/gpt-oss-120b,Service is good
Ci9DQUlRQUNvZENodHljRjlvT2pOc1FtZHljbWd0UWpabWNqUnpWRzFTYUhwbmNVRRAB,Yali Service Apartment,cleanliness|maintenance|staff|location|room_quality,positive,,cleanliness|maintenance|staff|location|room_quality,cleanliness|maintenance|staff|location|room_quality,True,False,high,ok,openai/gpt-oss-120b,"I had a pleasant stay at this service apartment. The rooms were clean, spacious, and well-maintained. The staff(sidhu) was friendly and responsive to our needs."
Ci9DQUlRQUNvZENodHljRjlvT2tkaVZYSTRhRmhEUlRGRlpHaGhVR0prWDAxVVRYYxAB,Yali Service Apartment,cleanliness|maintenance|staff|security|location|ac,positive,,cleanliness|maintenance|staff|security|location|ac,cleanliness|maintenance|staff|security|location|ac,False,False,high,ok,openai/gpt-oss-120b,"Overall Experience: Excellent

Rooms: Rooms are compact and clean with proper amenities. AC, TV, beds, washroom are all in proper condition. Bathrooms are well "
Ci9DQUlRQUNvZENodHljRjlvT21wbE4yNUNRbkV4UkZnNFlYb3RaVzAxWmpkVFFYYxAB,Yali Service Apartment,cleanliness|maintenance|staff|security|location|room_quality,positive,,cleanliness|maintenance|staff|security|location|room_quality,cleanliness|maintenance|staff|security|location|room_quality,True,False,high,ok,openai/gpt-oss-120b,"I stayed at Yazhli Service Apartment as a couple, and the service was excellent. The room was neat, clean, well-maintained, and had a pleasant atmosphere. The r"
Ci9DQUlRQUNvZENodHljRjlvT2s1dmVXOXVTbGszZWtsemVuVnNkek5QY1RaclVFRRAB,Yali Service Apartment,staff,positive,,staff,staff,False,False,low,ok,openai/gpt-oss-120b,Wonderful experience and kind service and Humble response
Ci9DQUlRQUNvZENodHljRjlvT21aelRGTnVja3Q0V1hCWU5GVnZURzV4UjNVd2NGRRAB,Yali Service Apartment,staff|cleanliness|value,positive,,staff|cleanliness|value,staff|cleanliness|value,False,False,medium,ok,openai/gpt-oss-120b,"Very good behavior of the staff, net and clean room  and cheaf room  fair."
Ci9DQUlRQUNvZENodHljRjlvT21KR1IwdG1Ua1YyYkVKUlozZGthVE5RYVdVeE5YYxAB,Yali Service Apartment,cleanliness|maintenance|staff|room_quality,positive,,cleanliness|maintenance|staff|room_quality,cleanliness|maintenance|staff|room_quality,True,False,high,ok,openai/gpt-oss-120b,"I had a very comfortable and pleasant stay at Yali Service Apartment. The rooms were clean, well-maintained, and had a very homely feel to them. A special menti"
Ci9DQUlRQUNvZENodHljRjlvT25Rd2NEWTRNME5XUlRWRE5reHdTME52UzJFNWJHYxAB,Yali Service Apartment,cleanliness|room_quality|staff,positive,,cleanliness|room_quality|staff,cleanliness|room_quality|staff,False,False,high,ok,openai/gpt-oss-120b,Clean and comfortable rooms. Good service towards customers . Thanks to siddhu for our comfortable stay.
Ci9DQUlRQUNvZENodHljRjlvT214UFNYWjZlbE5hZFVSNmVXNTVlREZ2UkRabU4xRRAB,Yali Service Apartment,room_quality|staff,positive,,room_quality|staff,room_quality|staff,False,False,high,ok,openai/gpt-oss-120b,"Had a great experience here . We also had a peaceful and comfortable stay .
And siddhu managed very well through out the stay"
