canonical_id,competitor_name,all_names,provenance,property_type,gender,evidence_class,locality,pincode,distance_km,distance_precision,within_1km,within_2km,within_3km,within_5km,official_url,official_site_verified,is_operator_or_aggregator,reject_as_pricing_source,has_first_party_price,comparable_perbed_sharing_ac,price_grain,monthly_rent_per_bed,price_source_url,price_confidence,price_evidence,is_dashboard_candidate,verification_status
stanza living conway house  coliving pg in navalur,Stanza Living Conway House | Coliving PG in Navalur,Stanza Living Conway House | Coliving PG in Navalur,dashboard,co_living,unknown,operator_aggregator,Chennai,,,unknown_locality,False,False,False,False,https://www.stanzaliving.com/,True,True,True,False,False,unknown,,,unknown,,True,verified_operator_site_rejected
olive_serviced,Olive Serviced Apartments,Olive Serviced Apartments,dashboard,serviced_apartment,men,verified_real,Thiruvanmiyur,,0.0,suburb_centroid_thiruvanmiyur,True,True,True,True,https://oliveservicedapartments.com/chennai,True,False,True,False,False,unknown,,,unknown,,True,verified_real_first_party_site
hotel o guduvancheri railway station,Hotel O Guduvancheri Railway Station,Hotel O Guduvancheri Railway Station,dashboard,hotel,unknown,identity_unconfirmed,Kattankulathur,,,coarse_far_>5km,False,False,False,False,,False,False,True,False,False,unknown,,,unknown,,True,not_independently_web_verified
sms gents hostel,SMS Gents Hostel,SMS Gents Hostel,dashboard,mens_pg,men,identity_unconfirmed,Kattankulathur,,,coarse_far_>5km,False,False,False,False,,False,False,False,False,False,unknown,,,unknown,,True,not_independently_web_verified
diyaa_pg,Diyaa Paying Guest,Diyaa Paying Guest,"first_party_web,independent_web_verification",pg_unknown_gender,men,verified_real,"Indira Nagar, Adyar",600020,2.05,suburb_centroid_600020,False,False,True,True,https://menspg.in/,True,False,False,True,True,full_by_sharing,,https://menspg.in/,first_party_published,own site full per-bed x sharing x AC grid (verified),False,verified_real_first_party_site
sumathi_illam,Sumathi Illam,Sumathi Illam,"first_party_web,independent_web_verification",pg_unknown_gender,men,verified_real,,,,unknown_locality,False,False,False,False,https://mypgatchennai.com/,True,False,False,True,False,by_room_class,,https://mypgatchennai.com/,first_party_room_class,own site ROOM-CLASS prices only (dorm/nonAC/AC) — NOT per-bed; not converted,False,verified_real_first_party_site
feel_at_home,Feel At Home Ladies Hostel,Feel At Home Ladies Hostel,"first_party_web,independent_web_verification",pg_unknown_gender,women,verified_real,Perungudi / Thoraipakkam OMR,600096/600097,2.26,suburb_centroid_600096,False,False,True,True,https://www.hostelforladies.com/,True,False,False,False,False,unknown,,,unknown,,False,verified_real_first_party_site
emy_pg,Emy PG Accommodation (Men),EMY PG || Emy PG Accommodation (Men),"first_party_web,groq_discovery,independent_web_verification",pg_unknown_gender,men,verified_real,"Thiruvanmiyur (14 units), Adyar (3), Besant Nagar (1), Semmancheri (1)",600041,,same_suburb_600041 (<=~2km; street geocode unavailable on OSM),False,False,False,False,https://emypgaccommodation.in/,True,False,False,False,False,unknown,,,unknown,,False,verified_real_first_party_site
sri_maha_hostels,Sri Maha Hostels (Ladies),Sri Maha Hostels (Ladies),"first_party_web,independent_web_verification",pg_unknown_gender,women,verified_real,"Kamaraj Nagar, Thiruvanmiyur",600041,,same_suburb_600041 (<=~2km; street geocode unavailable on OSM),False,False,False,False,https://www.srimahahostels.com/our-branches.php,True,False,False,False,False,unknown,,,unknown,,False,verified_real_first_party_site
tidel_hostel,Tidel Hostel (Co-ed),Tidel Hostel (Co-ed),"first_party_web,independent_web_verification",pg_unknown_gender,co-ed,verified_real,"Kamaraj Nagar West, Thiruvanmiyur",600041,,same_suburb_600041 (<=~2km; street geocode unavailable on OSM),False,False,False,False,https://tidelhostel.com/,True,False,False,False,False,unknown,,,unknown,,False,verified_real_first_party_site
svh_gents_pg,SVH Gents PG,SVH Gents PG,groq_discovery,pg_unknown_gender,men,identity_unconfirmed,Thiruvanmiyur,600041,,same_suburb_600041 (<=~2km; street geocode unavailable on OSM),False,False,False,False,,False,False,False,False,False,unknown,,,unknown,,False,groq_discovered
triples_mens_pg,Triples Men's PG,Triples Men's PG,groq_discovery,pg_unknown_gender,men,identity_unconfirmed,Thiruvanmiyur,600041,,same_suburb_600041 (<=~2km; street geocode unavailable on OSM),False,False,False,False,,False,False,False,False,False,unknown,,,unknown,,False,groq_discovered
olympia_jayanthi,Olympia Jayanthi Residences,Olympia Jayanthi Residences,groq_discovery,residential_apartment,unknown,verified_real,Thiruvanmiyur,600041,,same_suburb_600041 (<=~2km; street geocode unavailable on OSM),False,False,False,False,https://www.olympiagroup.in/olympia-jayanthi-residence/index.html,True,False,False,False,False,unknown,,,unknown,,False,groq_discovered
kushi enclave,Kushi Enclave,Kushi Enclave,groq_discovery,residential_apartment,unknown,identity_unconfirmed,Thiruvanmiyur,600041,,same_suburb_600041 (<=~2km; street geocode unavailable on OSM),False,False,False,False,,False,False,False,False,False,unknown,,,unknown,,False,groq_discovered
lancor_sonnet,Lancor Sonnet Square,Lancor Sonnet Square,groq_discovery,residential_apartment,unknown,verified_real,Thiruvanmiyur,600041,,same_suburb_600041 (<=~2km; street geocode unavailable on OSM),False,False,False,False,https://lancor.in/completed-projects-chennai/,True,False,False,False,False,unknown,,,unknown,,False,groq_discovered
bress flat,Bress Flat,Bress Flat,groq_discovery,residential_apartment,unknown,identity_unconfirmed,Thiruvanmiyur,600041,,same_suburb_600041 (<=~2km; street geocode unavailable on OSM),False,False,False,False,,False,False,False,False,False,unknown,,,unknown,,False,groq_discovered
11l  k427 apartments,11L - K427 Apartments,11L - K427 Apartments,groq_discovery,residential_apartment,unknown,identity_unconfirmed,Thiruvanmiyur,600041,,same_suburb_600041 (<=~2km; street geocode unavailable on OSM),False,False,False,False,,False,False,False,False,False,unknown,,,unknown,,False,groq_discovered
stanza living,Stanza Living,Stanza Living,groq_discovery,co_living,unknown,operator_aggregator,"Thiruvanmiyur, Chennai",600041,,same_suburb_600041 (<=~2km; street geocode unavailable on OSM),False,False,False,False,https://www.stanzaliving.com/,False,True,True,False,False,unknown,,,unknown,,False,groq_discovered
zolo,Zolo,Zolo,groq_discovery,co_living,unknown,operator_aggregator,"Thiruvanmiyur, Chennai",600041,,same_suburb_600041 (<=~2km; street geocode unavailable on OSM),False,False,False,False,https://zolostays.com/,False,True,True,False,False,unknown,,,unknown,,False,groq_discovered
yube1 liberty league,Yube1 Liberty League,Yube1 Liberty League,groq_discovery,co_living,unknown,identity_unconfirmed,"Thiruvanmiyur, Chennai",600041,,same_suburb_600041 (<=~2km; street geocode unavailable on OSM),False,False,False,False,,False,False,False,False,False,unknown,,,unknown,,False,groq_discovered
bag2bag service apartments,Bag2Bag Service Apartments,Bag2Bag Service Apartments,groq_discovery,serviced_apartment,unknown,identity_unconfirmed,"Thiruvanmiyur, Chennai",600041,,same_suburb_600041 (<=~2km; street geocode unavailable on OSM),False,False,False,False,https://bag2bag.in/,False,False,True,False,False,unknown,,,unknown,,False,groq_discovered
